# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,50.42708869081854,0.0,0.7118731040557592,1.4047447421495398,0.0,0.0
 0.12335828493553443,0.0152172664622365,0.12335828493553443,1.0,50.42708869081854,0.0,0.7118731040557592,1.4047447421495398,0.0,0.0
 0.17351035245886126,0.030105842410398258,0.2968686373943956,3.4596849347867407,51.04106000996292,0.0,0.7534748439518621,1.3271843221137292,12.242193581726342,244.10147350420252
 0.2113525865093031,0.04466991582417246,0.38486293896816454,2.3252935187831887,51.676812382851594,0.0,0.7979466004102288,1.2532166933049085,16.800075070653715,120.44430259724996
 0.24272153883935185,0.05891374541654299,0.45407412534865493,2.2063595128165012,52.335349871374945,0.0,0.8455007519300822,1.182731059336413,20.993289211400636,133.67402572543625
 0.26989195059471144,0.07284166499581815,0.5126134894340629,2.1545262034485226,53.01772472720024,0.0,0.8963639867066449,1.1156182252191178,25.11463064930124,151.68490912132157
 0.29403756240239903,0.08645808810354469,0.5639295129971101,2.125273278298501,53.72503865185309,0.0,0.9507776614681064,1.0517706089727528,29.293684098228635,173.07714056749845
 0.31585995779884984,0.0997675129406912,0.6098975202012492,2.1064601923405393,54.45844381185319,0.0,1.0089979875967503,0.9910822541696224,33.607912728012565,197.6972991006108
 0.3358191888405427,0.11277452759352005,0.6516791466393923,2.0933485038008457,55.2191435353534,0.0,1.0712959860308997,0.9334488442404719,38.11267688174866,225.6982818790012
 0.3542369483398542,0.12548381556913252,0.6900561371803969,2.0836948458600095,56.00839260268049,0.0,1.1379571407744267,0.8787677181931992,42.8526101318995,257.35666981252643
 0.37134911020311445,0.13790016164864483,0.7255860585429684,2.0762964753655173,56.82749702777953,0.0,1.2092806656233044,0.8269378883061577,47.86679974420146,293.01906166908134
 0.38733507208001877,0.1500284580632333,0.7586841822831326,2.0704493101527173,57.67781320970657,0.0,1.2855782831575346,0.7778600596331481,53.19143061109972,333.0816692732768
 0.4023353215847208,0.16187371099468068,0.7896703936647398,2.06571306509896,58.560746314017635,0.0,1.3671723963302513,0.73143665179621,58.86122787719617,377.9801972173322
 0.4164625402091253,0.17344104739743732,0.8187978617938475,2.0617977893249644,59.47774772234181,0.0,1.4543935139591577,0.6875718231703294,64.91025818345295,428.18267821007487
 0.42980893677697374,0.18473572213335263,0.8462714769861007,2.058504335053058,60.430311365620724,0.0,1.547576771311796,0.6461714976196979,71.37234671818813,484.18226611836195
 0.44245126895846915,0.19576312540295962,0.8722602057354428,2.055691020948004,61.41996873242538,0.0,1.6470573664362718,0.607143394260574,78.28123423724091,546.4883709641274
 0.45445438764329343,0.20652879044824085,0.8969056566017641,2.0532539511986077,62.44828231931269,0.0,1.7531647160446042,0.5703970601553893,85.67053395776364,615.6149842844688
 0.4658738042549124,0.2170384014909445,0.9203281918982061,2.0511148767976564,63.516837266991644,0.0,1.866215118754328,0.5358439067129012,93.57351465675798,692.0651875467296
 0.476757592343892,0.22729780185754472,0.9426313965988041,2.0492134281060874,64.62723090423044,0.0,1.9865027094239422,0.5033972494756808,102.02271747307647,776.3108531002899
 0.48736409478922704,0.23731300222653248,0.9442509838285692,0.152697577557944,65.78105990566868,0.0,2.1142884895314658,0.4729723521417854,108.78505967306072,637.5657041363771
 0.49794077133279097,0.24709018891579956,0.9244101064257898,-1.8759084974431681,66.97990475958542,0.0,2.2497872421836878,0.44448647465410124,113.34797362658054,431.4128294200724
 0.5085085855233894,0.2566357321071851,0.9032656156916202,-2.0008386174106456,68.22531124399235,0.0,2.393152180948919,0.41785892596411717,117.84901418070723,425.91972880550804
 0.5190744216344831,0.2659561938818522,0.8821319653899389,-2.00018721466745,69.51876862563194,0.0,2.5444572569760506,0.3930111214320203,122.41883822914018,432.50945787762043
 0.5296460830938695,0.275058335914044,0.8609944678194523,-1.9994489656797494,70.86168433432941,0.0,2.703677157479827,0.3698666452218459,127.02976858052172,436.1594787248508
 0.5402324186934747,0.28394912664230226,0.8398364707604618,-1.9986138602841597,72.25535492805665,0.0,2.8706651846637485,0.34835131778599726,131.64806467869823,436.25067944650755
 0.5508434696835973,0.29263574770694517,0.8186390841707318,-1.9976707876968736,73.70093325983714,0.0,3.0451294105336553,0.3283932684571035,136.23328482033756,432.1174354837711
 0.5614906423520024,0.30112559941130007,0.7973808605122068,-1.9966073924590009,75.19939189149433,0.0,3.226607762865364,0.30992301311268083,140.73770364444078,423.06243773709537
 0.5721869120522156,0.309426304933221,0.7760374181435854,-1.9954098921230434,76.75148297645373,0.0,3.414443008732956,0.2928735367503128,145.10582927134524,408.3784112901911
 0.5829418412149601,0.3175457129844018,0.7549476085167365,-1.9609436108519382,78.35769505724399,0.0,3.607758955011831,0.2771803805270357,149.34659787014206,394.3093008447726
 0.593756571012491,0.32549189859015404,0.73475581494106,-1.8670640833103693,80.01820749390224,0.0,3.805439553210458,0.26278173283723566,153.5417405469855,387.9100777720006
 0.6046278655711149,0.33327316164424275,0.7157623236246554,-1.7471232348623633,81.73284355026999,0.0,4.00611295212551,0.24961852347908295,157.72142380298044,384.4696906569713
 0.6155520119493114,0.3408980228851803,0.6979823390279711,-1.6275857152712045,83.50102350748533,0.0,4.208142823770007,0.23763451999571536,161.85978254048757,378.8267379652555
